Locality,Longitude,Latitude,Unit,Plane Type,strike,dip,altitude (m)
5-15-19-21,104.253953,32.768271, S, Foliation,125,72,2196.020535
5-15-19-21,104.253939,32.768304, S, Foliation,121,66,2179.455837
5-15-19-21,104.255652,32.768729, S, Foliation,147,84,2186.795681
5-15-19-21,104.256675,32.769297, S, Foliation,151,85,2192.48883
5-15-19-20,104.297033,32.754679, S, Foliation,267,18,2135.695583
5-15-19-20,104.297138,32.754762, S, Foliation,281,27,2135.288357
5-15-19-20,104.30782,32.753313, S, Foliation,85,78,2121.926041
5-15-19-20,104.30782,32.753313, S, Foliation,85,79,2121.926041
5-15-19-20,104.307722,32.753282, S, Foliation,91,73,2117.584
5-15-19-18,104.434662,32.677121, D, Bedding,69,23,1501.862709
5-15-19-18,104.435414,32.676348, Fault, Fault,70,36,1503.985268
5-15-19-18,104.435406,32.676372, Fault, Fault,96,41,1512.987709
5-15-19-18,104.435413,32.676394, Fault, Fault,102,29,1510.424599
5-15-19-18,104.435049,32.67616, D, Bedding,59,32,1475.667519
5-15-19-18,104.436228,32.675476, D, Bedding,58,18,1494.325844
5-15-19-18,104.436147,32.675475, D, Bedding,53,23,1508.830482
5-15-19-18,104.43618,32.675657, D, Bedding,37,31,1513.811928
5-15-19-17,104.446181,32.668052, D, Foliation,227,5,1482.711952
5-15-19-17,104.445533,32.667534, D, Foliation,196,9,1494.678017
5-15-19-16,104.45794,32.658181, Pt, Foliation,75,52,1458.434364
5-15-19-16,104.45794,32.658181, Pt, Foliation,82,61,1458.434364
5-15-19-16,104.457786,32.658105, Pt, Foliation,80,62,1445.847939
5-15-19-16,104.457674,32.658092, Pt, Foliation,73,58,1446.711708
5-15-19-16,104.45765,32.658103, Pt, Foliation,39,57,1448.288979
5-15-19-15,104.462393,32.652075, Pt, Bedding,38,69,1425.547563
5-15-19-15,104.462388,32.652053, Pt, Bedding,41,71,1429.472206
5-15-19-15,104.476182,32.64304, Pt, Foliation,78,37,1401.515124
5-15-19-15,104.476164,32.643079, Pt, Foliation,92,48,1407.423378
5-15-19-14,104.504456,32.613761, Pt, Foliation,62,41,1311.062435
5-15-19-14,104.504436,32.613768, Pt, Foliation,59,41,1312.053524
5-15-19-14,104.504444,32.613736, Pt, Foliation,71,39,1315.771786
5-15-19-13,104.524295,32.602336, Pt, Foliation,65,46,1244.559017
5-15-19-13,104.524307,32.602396, Pt, Foliation,65,47,1238.287655
5-15-19-12,104.552835,32.570639, Pt, Foliation,63,41,1156.676891
5-15-19-12,104.552469,32.570736, Pt, Foliation,76,38,1144.644421
5-15-19-12,104.552442,32.570757, Pt, Foliation,63,38,1145.604748
5-15-19-11,104.55525,32.546548, Pt, Bedding,100,36,1135.839123
5-15-19-11,104.555081,32.546456, Fault, Fault,88,80,1137.773693
5-15-19-11,104.555395,32.546337, Fault, Fault,89,85,1139.484509
5-15-19-11,104.554402,32.545932, Pt, Bedding,83,50,1108.099499
5-15-19-11,104.554388,32.545997, Pt, Bedding,103,51,1107.852062
5-15-19-11,104.554186,32.54182, Pt, Foliation,107,49,1112.114758
5-15-19-11,104.55406,32.541623, Pt, Foliation,95,41,1098.325439
5-15-19-11,104.55405,32.541594, Pt, Foliation,111,45,1083.837414
5-15-19-11,104.554147,32.541605, Pt, Foliation,109,43,1083.040295
5-15-19-10,104.5384,32.512363, Pt, Foliation,90,49,998.616589
5-15-19-10,104.538495,32.512286, Pt, Foliation,90,56,991.850719
5-15-19-10,104.538584,32.51231, Pt, Foliation,97,41,995.750134
5-15-19-9,104.536657,32.501913, Pt, Bedding,85,64,971.669201
5-15-19-9,104.536561,32.501813, Pt, Foliation,94,64,967.799639
5-15-19-9,104.536521,32.50178, Pt, Foliation,90,65,968.656994
5-15-19-9,104.536716,32.501748, Pt, Bedding,81,58,961.821541
5-15-19-8,104.537974,32.479095, Pt, Bedding,125,51,940.908577
5-15-19-8,104.537468,32.479018, Pt, Bedding,107,52,930.722786
5-15-19-8,104.537856,32.478759, Pt, Bedding,102,47,938.998421
5-15-19-8,104.537857,32.478715, Pt, Bedding,83,63,934.630745
5-15-19-7,104.523984,32.466596, S, Bedding,106,50,882.709846
5-15-19-7,104.523585,32.46636, S, Foliation,117,51,939.234138
5-15-19-7,104.523341,32.466365, S, Foliation,90,53,933.213997
5-15-19-7,104.523335,32.466391, S, Foliation,100,51,933.120613
5-15-19-6,104.530847,32.451774, S, Foliation,109,57,911.488411
5-15-19-6,104.530369,32.451417, S, Bedding,112,59,911.029182
5-15-19-6,104.530347,32.451247, S, Bedding,112,61,890.318489
5-15-19-5,104.534116,32.44179, S, Foliation,91,67,895.249031
5-15-19-5,104.534112,32.441771, S, Foliation,87,64,894.315315
5-15-19-5,104.53415,32.441766, S, Bedding,83,62,889.61219
5-15-19-4,104.52569,32.425016, D, Bedding,109,74,914.280647
5-15-19-4,104.525835,32.424554, D, Bedding,95,81,882.562263
5-15-19-3,104.525201,32.420821, Fault, Fault,59,77,888.193594
5-15-19-3,104.525201,32.420821, Fault, Fault,54,89,888.193594
5-15-19-3,104.525225,32.420974, D, Bedding,84,61,889.338299
5-15-19-3,104.525036,32.420466, Fault, Fault,87,70,886.177254
5-15-19-3,104.525017,32.420463, Fault, Fault,79,64,887.067268
5-15-19-3,104.525017,32.420463, Fault, Fault,92,72,887.067268
5-15-19-3,104.525017,32.420463, Fault, Fault,77,72,887.067268
5-15-19-3,104.525021,32.420464, Fault, Fault,82,73,888.317146
5-15-19-3,104.525022,32.420483, D, Bedding,83,80,890.647835
5-15-19-3,104.524972,32.420493, D, Bedding,89,82,890.568977
5-15-19-3,104.525,32.420667, D, Bedding,77,76,890.946297
5-15-19-3,104.525045,32.420603, D, Foliation,77,68,890.159798
5-15-19-2,104.524354,32.41932, S, Foliation,120,72,891.425179
5-15-19-2,104.524371,32.419324, S, Foliation,107,72,885.689339
5-15-19-2,104.52436,32.41934, S, Foliation,120,80,890.251228
5-15-19-1,104.525898,32.41382, Fault, Fault,83,75,892.117317
5-15-19-1,104.525772,32.413692, Fault, Fault,83,74,895.673225
5-15-19-1,104.525634,32.413706, Fault, Fault,100,64,903.75074
5-15-19-1,104.525822,32.4137, S, Bedding,84,86,897.259895
5-15-19-1,104.522069,32.411613, S, Foliation,131,84,878.305171
5-15-19-1,104.522044,32.411603, S, Foliation,129,79,878.59609
5-15-19-1,104.522006,32.411561, S, Foliation,15,89,876.104866
5-14-19-21,104.369911,32.717512, S, Foliation,261,89,1914.699722
5-14-19-21,104.369785,32.717592, S, Joint,35,43,1906.468033
5-14-19-21,104.369706,32.717528, Fault, Fault,304,84,1905.534927
5-14-19-21,104.369757,32.717416, Fault, Fault,298,85,1904.354752
5-14-19-21,104.369702,32.717272, Fault, Fault,297,76,1897.731461
5-14-19-20,104.367658,32.718535, Fault, Fault,287,81,1914.467789
5-14-19-20,104.367929,32.718625, Fault, Fault,258,79,1908.979996
5-14-19-20,104.367922,32.718593, Fault, Fault,269,77,1909.901871
5-14-19-20,104.367961,32.718612, Fault, Fault,312,79,1908.291519
5-14-19-19,104.343061,32.735313, S, Bedding,28,62,2035.725591
5-14-19-19,104.343051,32.735297, S, Bedding,21,60,2035.379641
5-14-19-18,104.325472,32.739978, S, Bedding,69,62,2062.943863
5-14-19-18,104.325554,32.739891, S, Bedding,71,62,2065.291519
5-14-19-17,104.317309,32.743038, S, Bedding,97,85,2087.92189
5-14-19-17,104.317338,32.743071, S, Bedding,97,83,2089.497574
5-14-19-17,104.317236,32.743091, Fault, Fault,98,79,2089.007095
5-14-19-17,104.317222,32.743093, Fault, Fault,104,83,2089.63649
5-14-19-17,104.317205,32.743094, Fault, Fault,102,84,2088.301773
5-14-19-16,104.312154,32.749959, S, Cleavage,270,89,2100.59816
5-14-19-16,104.312179,32.749911, S, Cleavage,78,86,2099.663345
5-14-19-16,104.309614,32.752377, S, Cleavage,89,85,2132.100113
5-14-19-16,104.309638,32.752431, S, Cleavage,276,89,2126.732681
5-14-19-16,104.309681,32.752408, S, Cleavage,97,84,2128.839859
5-14-19-16,104.30975,32.752431, S, Bedding,21,21,2131.261002
5-14-19-15,104.309738,32.75469, Fault, Fault,84,59,2145.414322
5-14-19-15,104.310033,32.754653, Fault, Fault,271,80,2145.656265
5-14-19-15,104.3099,32.754507, S, Cleavage,89,74,2142.988541
5-14-19-15,104.309888,32.754554, S, Bedding,279,77,2147.615005
5-14-19-15,104.309719,32.754447, Fault, Fault,268,74,2146.00441
5-14-19-15,104.309547,32.754296, Fault, Fault,91,67,2150.50856
5-14-19-15,104.309408,32.754225, Fault, Fault,282,88,2149.071548
5-14-19-15,104.310302,32.753886, Fault, Fault,97,78,2142.773682
5-14-19-15,104.309973,32.754538, Fault, Fault,27,74,2142.614517
5-14-19-15,104.30999,32.754533, Fault, Fault,183,83,2140.928238
5-14-19-15,104.30999,32.754533, Fault, Fault,178,82,2140.928238
5-14-19-15,104.30995,32.754524, Fault, Fault,9,77,2139.862808
5-14-19-15,104.309936,32.75452, Fault, Fault,12,79,2143.147964
5-14-19-15,104.309938,32.754516, Fault, Fault,18,74,2143.344498
5-14-19-15,104.309972,32.75454, Fault, Fault,2,63,2141.300308
5-14-19-15,104.309945,32.754543, Fault, Fault,13,59,2143.996841
5-14-19-15,104.30991,32.754515, Fault, Fault,23,61,2144.913345
5-14-19-15,104.309954,32.754493, Fault, Fault,9,54,2147.21608
5-14-19-15,104.309982,32.754712, Fault, Fault,83,74,2127.677004
5-14-19-15,104.309928,32.754654, Fault, Fault,97,73,2127.584488
5-14-19-15,104.309886,32.75462, S, Cleavage,91,79,2141.206241
5-14-19-14,104.31025,32.757571, S, Bedding,271,65,2174.900162
5-14-19-14,104.310255,32.757586, S, Cleavage,93,81,2173.507095
5-14-19-14,104.309799,32.757411, Fault, Fault,91,86,2171.512955
5-14-19-14,104.309386,32.757262, Fault, Fault,88,87,2280.075943
5-14-19-14,104.310196,32.757635, S, Bedding,101,81,2171.164566
5-14-19-13,104.317224,32.763319, S, Cleavage,285,83,2258.106216
5-14-19-13,104.317359,32.76343, S, Cleavage,278,83,2262.288834
5-14-19-13,104.317377,32.763409, S, Cleavage,301,83,2265.92897
5-14-19-13,104.317336,32.763371, D, Bedding,284,60,2265.038589
5-14-19-13,104.31794,32.76393, D, Bedding,260,35,2282.309586
5-14-19-13,104.31794,32.76396, D, Cleavage,31,82,2286.178482
5-14-19-13,104.317963,32.764078, D, Bedding,267,62,2266.333511
5-14-19-13,104.318049,32.76413, D, Bedding,259,41,2273.131607
5-14-19-13,104.318326,32.764082, Pt, Bedding,314,22,2283.479019
5-14-19-13,104.318042,32.76489, Pt, Bedding,313,21,2277.194031
5-14-19-13,104.317978,32.76493, Pt, Bedding,301,27,2277.675571
5-14-19-13,104.323596,32.774644, Pt, Bedding,82,81,2376.570572
5-14-19-13,104.323607,32.774597, Pt, Bedding,94,79,2375.427994
5-14-19-13,104.323614,32.774616, Pt, Bedding,85,85,2372.930679
5-14-19-13,104.323449,32.774522, Pt, Bedding,267,84,2381.160172
5-14-19-13,104.323448,32.774521, Pt, Bedding,255,83,2387.360611
5-14-19-12,104.325044,32.777357, Pt, Bedding,64,50,2451.409195
5-14-19-12,104.325152,32.777379, Pt, Bedding,70,51,2467.471939
5-14-19-12,104.320798,32.780817, Pt, Bedding,66,60,2433.277157
5-14-19-12,104.320341,32.780675, Pt, Bedding,95,60,2428.902401
5-14-19-12,104.320538,32.780772, Pt, Bedding,78,59,2435.646786
5-14-19-12,104.318062,32.784003, Pt, Bedding,72,64,2488.02911
5-14-19-12,104.318507,32.78395, Fault, Fault,55,69,2482.979794
5-14-19-12,104.318498,32.783979, Fault, Fault,60,69,2447.494198
5-14-19-12,104.318414,32.783961, Fault, Fault,80,69,2477.627743
5-14-19-12,104.318459,32.784011, Fault, Fault,62,66,2472.748837
5-14-19-12,104.318449,32.784035, Fault, Fault,64,68,2465.28204
5-14-19-12,104.318697,32.783551, Pt, Bedding,77,62,2442.024227
5-14-19-12,104.317806,32.78219, Fault, Fault,69,50,2448.849667
5-14-19-12,104.318428,32.782787, Fault, Fault,61,39,2480.68951
5-14-19-12,104.318433,32.782828, Fault, Fault,58,49,2482.734921
5-14-19-12,104.318542,32.783178, Pt, Bedding,64,48,2486.058895
5-14-19-12,104.317454,32.782154, Fault, Fault,84,82,2551.34454
5-14-19-12,104.318875,32.783293, Pt, Bedding,75,55,2479.84869
5-14-19-12,104.31734,32.785979, D, Bedding,93,73,2508.776669
5-14-19-12,104.317224,32.786107, D, Bedding,85,54,2515.960995
5-14-19-12,104.317251,32.786121, D, Bedding,82,45,2512.881893
5-14-19-12,104.315055,32.790331, D, Bedding,114,53,2532.624325
5-14-19-12,104.315232,32.79032, D, Bedding,92,50,2520.414608
5-14-19-12,104.315387,32.790392, D, Bedding,101,34,2488.992489
5-14-19-12,104.311206,32.796691, D, Bedding,76,82,2590.838436
5-14-19-12,104.311204,32.796685, D, Bedding,262,89,2589.007381
5-14-19-12,104.31027,32.799182, D, Bedding,85,75,2628.172909
5-14-19-12,104.310221,32.799139, D, Bedding,81,79,2629.899227
5-14-19-12,104.307127,32.801904, D, Bedding,82,73,2692.317928
5-14-19-12,104.307041,32.802048, D, Bedding,88,57,2688.700985
5-14-19-12,104.304488,32.804445, D, Bedding,90,79,2726.800594
5-14-19-12,104.304459,32.804442, D, Bedding,98,86,2723.601131
5-14-19-12,104.303189,32.806131, D, Bedding,92,86,2757.849911
5-14-19-12,104.303195,32.806091, D, Bedding,85,73,2765.094296
5-14-19-12,104.303128,32.806042, D, Bedding,269,83,2766.770077
5-14-19-12,104.303069,32.805982, D, Bedding,82,87,2794.452206
5-14-19-12,104.302139,32.808718, D, Bedding,223,29,2766.766415
5-14-19-12,104.301972,32.808609, D, Bedding,231,28,2764.494686
5-14-19-12,104.300587,32.811817, D, Bedding,79,74,2787.225155
5-14-19-12,104.300534,32.811871, D, Bedding,77,77,2787.113094
5-14-19-12,104.300496,32.811887, D, Bedding,71,49,2785.928768
5-14-19-12,104.297957,32.817475, D, Bedding,244,83,2809.821491
5-14-19-12,104.297907,32.81747, D, Bedding,238,75,2810.327595
5-14-19-12,104.298383,32.82336, D, Bedding,71,83,2839.176983
5-14-19-12,104.298394,32.823363, D, Bedding,69,83,2838.610554
5-14-19-11,104.283807,32.848252, D, Bedding,92,77,2925.383369
5-14-19-11,104.283807,32.848252, D, Bedding,103,74,2925.383369
5-14-19-11,104.283819,32.848243, D, Bedding,77,76,2929.626778
5-14-19-11,104.267142,32.881249, D, Bedding,125,46,3153.813057
5-14-19-11,104.267151,32.881284, D, Bedding,113,47,3153.707588
5-14-19-11,104.265443,32.880099, Fault, Fault,183,71,3151.914131
5-14-19-11,104.265474,32.880102, Fault, Fault,186,66,3151.665108
5-14-19-11,104.265487,32.879996, D, Bedding,163,72,3147.81794
5-14-19-11,104.265575,32.880254, D, Bedding,171,84,3148.627754
5-14-19-11,104.265639,32.88011, Fault, Fault,169,70,3144.838936
5-14-19-11,104.265715,32.880199, Fault, Fault,26,86,3127.813789
5-14-19-11,104.265641,32.880384, Fault, Fault,205,87,3077.220528
5-14-19-11,104.265702,32.880111, Fault, Fault,149,53,3157.998604
5-14-19-11,104.264923,32.880057, D, Bedding,177,46,3173.215401
5-14-19-11,104.262239,32.880004, D, Bedding,162,83,3175.661446
5-14-19-11,104.262223,32.879971, D, Bedding,166,80,3176.93708
5-14-19-11,104.262703,32.880281, D, Bedding,268,75,3179.253975
5-14-19-11,104.264639,32.880544, D, Bedding,164,35,3179.783272
5-14-19-11,104.26465,32.880546, D, Bedding,183,31,3180.438301
5-14-19-11,104.264652,32.880547, D, Bedding,161,33,3179.728828
5-14-19-11,104.264609,32.880426, D, Bedding,46,68,3195.120918
5-14-19-10,104.271303,32.89525, D, Bedding,113,78,3285.366524
5-14-19-10,104.271836,32.895554, D, Bedding,189,82,3289.41291
5-14-19-10,104.271862,32.895417, Fault, Fault,293,68,3283.2342
5-14-19-10,104.271876,32.895426, Fault, Fault,282,64,3288.110176
5-14-19-10,104.271853,32.89559, D, Bedding,319,86,3287.2071
5-14-19-10,104.271873,32.895755, Fault, Fault,329,76,3295.597237
5-14-19-10,104.271575,32.895459, Fault, Fault,139,65,3289.594551
5-14-19-10,104.268687,32.897914, D, Bedding,270,33,3261.26667
5-14-19-10,104.268688,32.897912, D, Bedding,264,30,3263.829659
5-14-19-10,104.270251,32.895828, D, Bedding,310,60,3235.852119
5-14-19-10,104.266783,32.89713, D, Bedding,281,16,3138.403145
5-14-19-10,104.266783,32.89713, D, Bedding,315,26,3138.403145
5-14-19-10,104.265603,32.898965, D, Bedding,235,52,3133.852855
5-14-19-10,104.265599,32.898965, D, Bedding,238,54,3126.123113
5-14-19-10,104.261481,32.900649, D, Bedding,179,46,3109.590645
5-14-19-10,104.262244,32.900751, Fault, Fault,188,81,3112.693916
5-14-19-10,104.262237,32.900757, Fault, Fault,181,78,3117.243477
5-14-19-10,104.262213,32.900742, Fault, Fault,188,89,3119.988594
5-14-19-10,104.262165,32.900759, Fault, Fault,349,84,3116.254219
5-14-19-10,104.262165,32.900759, Fault, Fault,359,86,3116.254219
5-14-19-10,104.262165,32.900759, Fault, Fault,183,79,3116.254219
5-14-19-10,104.262228,32.900698, Fault, Fault,182,86,3121.734932
5-14-19-10,104.262557,32.901184, D, Bedding,143,46,3115.94927
5-14-19-10,104.26318,32.901445, Fault, Fault,146,68,3117.253731
5-14-19-10,104.263202,32.901501, Fault, Fault,160,62,3108.598946
5-14-19-10,104.26317,32.901509, Fault, Fault,150,70,3107.719551
5-14-19-10,104.263162,32.901556, Fault, Fault,171,62,3120.321358
5-14-19-10,104.263151,32.901468, Fault, Fault,161,66,3115.735176
5-14-19-10,104.263132,32.901503, Fault, Fault,169,74,3112.221504
5-14-19-10,104.263359,32.901447, D, Bedding,156,60,3097.681709
5-14-19-10,104.263073,32.901601, D, Bedding,162,47,3127.708809
5-14-19-9,104.257335,32.90415, D, Bedding,30,27,3054.896234
5-14-19-9,104.257335,32.90415, D, Bedding,34,33,3054.896234
5-14-19-9,104.257379,32.904168, D, Bedding,33,41,3057.633369
5-14-19-9,104.257956,32.905289, D, Bedding,20,50,3043.421674
5-14-19-9,104.25795,32.905289, D, Bedding,24,50,3042.897964
5-14-19-8,104.248732,32.914378, D, Bedding,216,56,2857.355049
5-14-19-8,104.248735,32.914398, D, Bedding,215,55,2859.097481
5-14-19-8,104.248705,32.914301, D, Bedding,210,54,2844.998116
5-14-19-7,104.249667,32.908811, D, Bedding,270,50,2812.922188
5-14-19-7,104.249656,32.908939, D, Bedding,339,54,2814.775948
5-14-19-7,104.249635,32.908965, D, Bedding,255,47,2832.476387
5-14-19-7,104.250234,32.905102, D, Bedding,204,78,2766.392159
5-14-19-7,104.250181,32.905019, D, Bedding,193,78,2762.777657
5-14-19-6,104.241951,32.913962, D, Bedding,217,40,2617.980537
5-14-19-6,104.241924,32.91394, D, Bedding,214,45,2609.366035
5-14-19-6,104.241999,32.91394, D, Bedding,211,47,2595.37458
5-14-19-6,104.241395,32.929143, Fault, Fault,352,70,2495.578194
5-14-19-6,104.241432,32.929083, Fault, Fault,354,72,2494.695869
5-14-19-6,104.241405,32.929139, D, Bedding,356,79,2493.692696
5-14-19-5,104.236578,32.945101, D, Bedding,205,74,2356.803047
5-14-19-5,104.235083,32.945605, D, Bedding,214,84,2350.205147
5-14-19-5,104.235161,32.945684, D, Bedding,22,89,2351.359444
5-14-19-5,104.235164,32.945741, D, Bedding,219,87,2354.578194
5-14-19-5,104.235178,32.945629, D, Bedding,201,86,2348.939034
5-14-19-5,104.235172,32.945631, D, Bedding,195,85,2349.01545
5-14-19-5,104.232655,32.95263, D, Bedding,170,32,2308.069893
5-14-19-5,104.23238,32.952794, D, Bedding,169,37,2294.907784
5-14-19-5,104.232393,32.952769, D, Bedding,168,30,2305.855293
5-14-19-4,104.226531,32.970004, Fault, Fault,285,52,2227.049385
5-14-19-4,104.226422,32.970003, Fault, Fault,281,61,2234.239082
5-14-19-4,104.226659,32.970154, Fault, Fault,66,66,2224.572823
5-14-19-4,104.226652,32.970189, Fault, Fault,70,67,2224.418526
5-14-19-4,104.226665,32.970188, Fault, Fault,66,65,2224.084053
5-14-19-4,104.226914,32.970074, Fault, Fault,307,89,2214.071114
5-14-19-4,104.22708,32.970065, Fault, Fault,286,82,2216.115547
5-14-19-4,104.226717,32.970073, Fault, Fault,125,85,2243.427071
5-14-19-4,104.226066,32.970216, Fault, Fault,336,87,2237.724434
5-14-19-4,104.22596,32.970252, Fault, Fault,153,88,2217.715401
5-14-19-4,104.225908,32.970242, Fault, Fault,146,89,2236.372871
5-14-19-4,104.226348,32.970257, Fault, Fault,335,75,2194.986641
5-14-19-4,104.226345,32.970258, Fault, Fault,320,85,2211.163643
5-14-19-4,104.226317,32.970282, Fault, Fault,325,72,2219.658028
5-14-19-4,104.226241,32.970235, Fault, Fault,337,69,2218.254951
5-14-19-3,104.223451,32.974558, P, Bedding,257,49,2144.15461
5-14-19-3,104.22016,32.977065, P, Bedding,144,45,2121.993965
5-14-19-3,104.220192,32.97683, P, Bedding,143,37,2127.857491
5-14-19-3,104.218632,32.97666, P, Bedding,84,39,2114.664131
5-14-19-2,104.225009,32.997916, C, Bedding,154,30,1954.28669
5-14-19-2,104.225029,32.998021, C, Bedding,136,34,1945.011071
5-14-19-2,104.224995,32.998045, C, Bedding,130,36,1944.090699
5-14-19-2,104.224978,32.998104, C, Bedding,358,13,1942.002189
5-14-19-1,104.21453,33.009674, Fault, Fault,150,83,1889.402515
5-14-19-1,104.214597,33.009675, Fault, Fault,146,67,1890.384937
5-14-19-1,104.214494,33.00963, D, Bedding,309,60,1887.506519
5-14-19-1,104.214639,33.009619, Fault, Fault,156,77,1873.743246
5-14-19-1,104.214639,33.009619, Fault, Fault,162,60,1873.743246
5-14-19-1,104.214628,33.00963, Fault, Fault,146,89,1874.420242
5-14-19-1,104.214602,33.009642, Fault, Fault,159,64,1873.821072
5-14-19-1,104.214571,33.009632, Fault, Fault,170,64,1875.547277
5-14-19-1,104.214528,33.009634, Fault, Fault,173,70,1875.186311
5-14-19-1,104.214393,33.009661, Fault, Fault,117,82,1875.99773
5-14-19-1,104.214369,33.009682, Fault, Fault,110,88,1871.114429
5-14-19-1,104.214341,33.009527, D, Bedding,183,58,1877.322681
5-14-19-1,104.214679,33.009553, D, Bedding,329,15,1880.402515
5-14-19-1,104.214608,33.009575, Fault, Fault,177,83,1882.043629
5-14-19-1,104.214607,33.009583, Fault, Fault,188,70,1880.049488
5-14-19-1,104.214586,33.009584, D, Bedding,285,39,1877.907887
5-14-19-1,104.214586,33.009584, Fault, Fault,139,62,1877.907887
5-14-19-1,104.214537,33.009545, Fault, Fault,149,50,1878.877613
5-14-19-1,104.214657,33.009533, Fault, Fault,141,71,1877.489918
5-14-19-1,104.214692,33.009501, Fault, Fault,113,88,1880.143238
5-14-19-1,104.214692,33.009501, Fault, Fault,131,64,1880.143238
5-14-19-1,104.214651,33.009506, Fault, Fault,159,67,1878.852222
5-14-19-1,104.214651,33.009506, Fault, Fault,131,76,1878.852222
5-14-19-1,104.214651,33.009506, Fault, Fault,181,63,1878.852222
5-14-19-1,104.214636,33.009513, Fault, Fault,170,55,1879.110523
5-14-19-1,104.214636,33.009513, Fault, Fault,147,64,1879.110523
5-14-19-1,104.214655,33.009523, Fault, Fault,137,58,1876.890064
5-14-19-1,104.214655,33.009523, Fault, Fault,114,76,1876.890064
5-14-19-1,104.214625,33.009505, Fault, Fault,131,65,1876.743336
5-14-19-1,104.214512,33.009482, Fault, Fault,119,84,1877.943531
5-13-19-20,104.201458,33.042462, D, Bedding,115,69,1741.414234
5-13-19-20,104.201578,33.043308, D, Bedding,107,74,1740.266285
5-13-19-20,104.201591,33.04341, D, Bedding,136,63,1740.527271
5-13-19-20,104.201645,33.043456, Fault, Fault,143,61,1740.623219
5-13-19-20,104.201645,33.043472, Fault, Fault,144,65,1740.242847
5-13-19-20,104.201655,33.043446, D, Bedding,138,56,1739.6115
5-13-19-20,104.198368,33.050115, Fault, Fault,219,72,1712.620903
5-13-19-20,104.198368,33.050117, Fault, Fault,215,69,1712.692192
5-13-19-20,104.198461,33.050244, Fault, Fault,136,69,1709.093099
5-13-19-20,104.19838,33.050332, Fault, Fault,142,51,1722.239799
5-13-19-20,104.198376,33.050298, D, Bedding,152,52,1706.28936
5-13-19-20,104.198344,33.050334, D, Bedding,148,57,1704.954887
5-13-19-19,104.192495,33.059877, Fault, Fault,235,80,1674.228325
5-13-19-19,104.192659,33.059966, D, Bedding,174,68,1674.828911
5-13-19-19,104.192665,33.059971, Fault, Fault,279,80,1673.163383
5-13-19-19,104.192701,33.06, Fault, Fault,280,76,1672.891655
5-13-19-19,104.193027,33.060077, Fault, Fault,289,81,1675.203911
5-13-19-19,104.19301,33.060059, D, Bedding,179,73,1675.027885
5-16-19-13,104.195684,33.075627, P, Bedding,134,86,1592.312309
5-13-19-18,104.202034,33.08328, P, Bedding,140,86,1565.161549
5-13-19-18,104.201573,33.083351, P, Bedding,143,85,1585.964039
5-13-19-18,104.20442,33.087234, P, Bedding,126,84,1432.969288
5-13-19-18,104.194359,33.090316, P, Bedding,317,83,1530.275513
5-13-19-18,104.20644,33.097394, P, Bedding,321,66,1507.029591
5-13-19-18,104.206448,33.097524, Fault, Fault,68,78,1508.599903
5-13-19-18,104.206403,33.097502, Fault, Fault,80,75,1510.963184
5-13-19-18,104.206344,33.097633, Fault, Fault,152,81,1495.78899
5-13-19-18,104.206376,33.097705, Fault, Fault,346,72,1497.184254
5-13-19-18,104.206378,33.097692, P, Bedding,142,35,1502.840382
5-13-19-18,104.206383,33.09757, Fault, Fault,75,89,1498.04668
5-13-19-18,104.20645,33.097541, Fault, Fault,6,76,1506.759327
5-13-19-17,104.22686,33.104833, Fault, Fault,282,85,1452.66206
5-13-19-17,104.226835,33.104829, Fault, Fault,287,80,1449.587231
5-13-19-17,104.226904,33.104904, Fault, Fault,17,89,1459.591991
5-13-19-17,104.231522,33.103382, P, Bedding,246,45,1465.908642
5-13-19-17,104.233247,33.104796, Fault, Fault,201,66,1428.188549
5-13-19-17,104.233092,33.104784, Fault, Fault,110,84,1450.96582
5-13-19-17,104.232886,33.104773, Fault, Fault,195,68,1465.717724
5-13-19-17,104.232886,33.104773, Fault, Fault,213,58,1465.717724
5-13-19-17,104.232911,33.104761, Fault, Fault,110,79,1470.894604
5-13-19-17,104.23318,33.10477, Fault, Fault,223,45,1486.551342
5-13-19-17,104.233289,33.1046, Fault, Fault,105,81,1425.691723
5-13-19-17,104.233245,33.104563, Fault, Fault,110,50,1437.012768
5-13-19-17,104.233052,33.104647, Fault, Fault,99,44,1449.227856
5-13-19-17,104.233301,33.104699, Fault, Fault,108,86,1446.466747
5-13-19-16,104.237363,33.107943, P, Bedding,303,55,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,340,81,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,345,61,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,9,82,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,180,79,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,7,88,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,180,80,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,170,70,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,156,86,1430.229321
5-13-19-16,104.237363,33.107943, Fault, Fault,344,59,1430.229321
5-13-19-16,104.237548,33.107836, Fault, Fault,334,70,1425.419018
5-13-19-16,104.237579,33.107732, Fault, Fault,343,62,1427.913036
5-13-19-16,104.237598,33.107701, Fault, Fault,323,85,1430.627758
